"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify Dashboard heading is visible after login","7615","After login Dashboard visible @smoke","chromium","2026-02-27","passed","2026-02-27","","ui\login.spec.ts","",""
